# time	N1	17904
2	16320
3	15014
4	13827
5	12820
6	11994
7	22536
8	29898
9	33853
10	35221
11	34680
12	33442
13	31783
14	33520
15	36033
16	38549
17	40105
18	40746
19	40402
20	39545
21	38999
22	39021
23	39713
24	40299
25	40740
26	40793
27	40670
28	40433
29	40161
30	40014
31	40018
32	40287
33	40659
34	40607
35	40780
36	40485
37	40387
38	40365
39	40373
40	40628
41	40594
42	40693
43	40651
44	40754
45	40590
46	40393
47	40163
48	40340
49	40403
50	40521
51	40736
52	40828
53	40724
54	40618
55	40288
56	40367
57	40309
58	40261
59	40320
60	40556
61	40593
62	40353
63	40194
64	40024
65	40084
66	40155
67	40122
68	40195
69	40038
70	40063
71	40057
72	40074
73	40142
74	40061
75	40109
76	40115
77	40044
78	39951
79	39852
80	39816
81	39594
82	39672
83	39758
84	39968
85	40071
86	40176
87	39946
88	40011
89	39953
90	39806
91	39801
92	39763
93	39824
94	39703
95	39597
96	39808
97	39614
98	39633
99	39339
100	39422
101	39339
102	39348
103	39216
104	39027
105	39178
106	39211
107	39160
108	39441
109	39355
110	39217
111	39264
112	39197
113	39255
114	39292
115	39312
116	39452
117	39309
118	39359
119	39403
120	39443
121	39303
122	39217
123	39359
124	39180
125	39062
126	39112
127	39265
128	39262
129	39290
130	39136
131	39260
132	39275
133	39331
134	39077
135	39113
136	39126
137	39041
138	38956
139	38950
140	38952
141	39196
142	39303
143	39059
144	39184
145	38854
146	38937
147	38869
148	38875
149	38815
150	38794
151	38853
152	38730
153	38574
154	38718
155	38975
156	38952
157	38986
158	39043
159	38839
160	38674
161	38634
162	38761
163	38554
164	38439
165	38492
166	38694
167	38618
168	38742
169	38902
170	38966
171	38801
172	38773
173	38715
174	38711
175	38810
176	38815
177	38933
178	38813
179	38524
180	38500
181	38552
182	38612
183	38607
184	38635
185	38554
186	38677
187	38644
188	38509
189	38495
190	38545
191	38471
192	38498
193	38452
194	38469
195	38413
196	38343
197	38322
198	38429
199	38323
200	38258
201	38436
202	38360
203	38349
204	38405
205	38385
206	38429
207	38362
208	38476
209	38169
210	38105
211	38343
212	38384
213	38578
214	38626
215	38824
216	38845
217	38796
218	38450
219	38368
220	38329
221	38296
222	38409
223	38440
224	38405
225	38256
226	38271
227	38047
228	38092
229	38156
230	38170
231	38010
232	37985
233	38207
234	38311
235	38487
236	38482
237	38519
238	38516
239	38546
240	38342
241	38327
242	38159
243	38325
244	38261
245	38328
246	38394
247	38427
248	38383
249	38238
250	38279
251	38316
252	38211
253	38098
254	38321
255	38279
256	38214
257	38099
258	38114
259	37928
260	37791
261	37884
262	37935
263	38123
264	38085
265	37998
266	37964
267	37870
268	37887
269	38020
270	38101
271	38048
272	37944
273	38130
274	38113
275	38081
276	38146
277	38200
278	38209
279	38194
280	38126
281	38052
282	38059
283	37904
284	37876
285	37947
286	37945
287	37977
288	37838
289	37934
290	37869
291	37840
292	37862
293	37788
294	37904
295	37956
296	37892
297	38065
298	38058
299	38162
300	38317
301	38305
302	38495
303	38498
304	38278
305	38038
306	37846
307	37770
308	37715
309	37880
310	37855
311	38109
312	38220
313	38316
314	38058
315	38017
316	37941
317	37803
318	37885
319	37894
320	38092
321	38122
322	38276
323	38203
324	38062
325	37924
326	37680
327	37647
328	37777
329	37827
330	37925
331	37965
332	38167
333	38214
334	38109
335	38173
336	38007
337	37992
338	38042
339	38025
340	37982
341	37918
342	37830
343	37900
344	38073
345	38021
346	37988
347	37964
348	37937
349	37785
350	37999
351	38080
352	37948
353	38058
354	37983
355	37971
356	37869
357	37858
358	37701
359	37757
360	37648
361	37849
362	37870
363	37663
364	37780
365	37692
366	37737
367	37771
368	37731
369	37842
370	37616
371	37614
372	37557
373	37474
374	37565
375	37535
376	37462
377	37422
378	37350
379	37190
380	37442
381	37372
382	37296
383	37437
384	37503
385	37691
386	37806
387	37553
388	37690
389	37906
390	37889
391	37990
392	38076
393	37914
394	37670
395	37545
396	37350
397	37299
398	37392
399	37537
400	37536
401	37507
402	37592
403	37641
404	37901
405	37964
406	38007
407	38029
408	37942
409	37873
410	37873
411	37949
412	37845
413	37966
414	38008
415	38149
416	38141
417	38041
418	38077
419	37893
420	37843
421	38004
422	37649
423	37661
424	37877
425	37989
426	37980
427	37693
428	37708
429	37686
430	37770
431	37689
432	37677
433	37648
434	37674
435	37791
436	37701
437	37362
438	37409
439	37618
440	37742
441	37834
442	37736
443	37694
444	37596
445	37639
446	37549
447	37570
448	37654
449	37761
450	38007
451	38097
452	38060
453	38014
454	37966
455	38045
456	37955
457	37999
458	37934
459	37737
460	37580
461	37634
462	37604
463	37674
464	37703
465	37854
466	37942
467	37984
468	38107
469	37838
470	37817
471	37708
472	37612
473	37667
474	37785
475	37772
476	37675
477	37731
478	37902
479	37968
480	37776
481	37659
482	37554
483	37619
484	37674
485	37720
486	37998
487	37926
488	37792
489	37680
490	37693
491	37719
492	37871
493	37772
494	37831
495	37881
496	37709
497	37677
498	37880
499	37840
500	37888
501	37971
502	37832
503	37593
504	37572
