# time	N1	17904
505	37503
506	37704
507	37856
508	37972
509	37987
510	37947
511	38029
512	37882
513	37890
514	37884
515	37738
516	37809
517	37920
518	37850
519	37725
520	37848
521	37990
522	37820
523	37718
524	37541
525	37454
526	37500
527	37449
528	37547
529	37589
530	37681
531	37712
532	37508
533	37404
534	37409
535	37490
536	37306
537	37345
538	37574
539	37580
540	37335
541	37480
542	37391
543	37388
544	37200
545	37307
546	37434
547	37297
548	37324
549	37433
550	37471
551	37495
552	37693
553	37756
554	37530
555	37456
556	37533
557	37552
558	37507
559	37587
560	37720
561	37810
562	37895
563	37890
564	37942
565	37974
566	37790
567	37804
568	37845
569	37984
570	37832
571	37738
572	37806
573	37818
574	37971
575	37911
576	37708
577	37719
578	37713
579	37680
580	37568
581	37665
582	37644
583	37753
584	37902
585	37772
586	37765
587	37729
588	37702
589	37693
590	37700
591	37556
592	37594
593	37549
594	37545
595	37578
596	37823
597	37901
598	37924
599	37954
600	37888
601	37855
602	37750
603	37851
604	37776
605	37810
606	37765
607	37798
608	37820
609	37699
610	37785
611	37598
612	37464
613	37616
614	37715
615	37818
616	37772
617	37713
618	37570
619	37702
620	37518
621	37450
622	37647
623	37714
624	37824
625	37890
626	37621
627	37475
628	37632
629	37373
630	37651
631	37504
632	37693
633	37651
634	37613
635	37491
636	37509
637	37720
638	37679
639	37610
640	37621
641	37670
642	37497
643	37648
644	37843
645	37832
646	37796
647	37764
648	37701
649	37728
650	37633
651	37739
652	37702
653	37732
654	37746
655	37822
656	37626
657	37601
658	37476
659	37548
660	37307
661	37456
662	37333
663	37606
664	37738
665	37569
666	37784
667	37721
668	37812
669	37668
670	37772
671	37735
672	37828
673	37933
674	37826
675	37755
676	37792
677	37705
678	37681
679	37513
680	37573
681	37607
682	37477
683	37425
684	37580
685	37580
686	37527
687	37522
688	37561
689	37541
690	37504
691	37551
692	37748
693	37520
694	37635
695	37610
696	37550
697	37455
698	37431
699	37550
700	37543
701	37760
702	37945
703	37839
704	37793
705	37707
706	37656
707	37586
708	37705
709	37695
710	37722
711	37787
712	37881
713	37741
714	37613
715	37599
716	37672
717	37743
718	37773
719	37857
720	37784
721	37784
722	37804
723	37713
724	37548
725	37565
726	37586
727	37738
728	37960
729	37921
730	37755
731	37537
732	37598
733	37487
734	37465
735	37622
736	37894
737	37945
738	37750
739	37538
740	37664
741	37594
742	37612
743	37578
744	37771
745	37861
746	37767
747	37835
748	37828
749	37612
750	37700
751	37770
752	37933
753	37827
754	37835
755	37867
756	37773
757	37525
758	37393
759	37472
760	37494
761	37570
762	37704
763	37844
764	37798
765	37731
766	37769
767	37692
768	37667
769	37762
770	37651
771	37655
772	37617
773	37530
774	37536
775	37575
776	37583
777	37516
778	37600
779	37584
780	37664
781	37802
782	37878
783	37813
784	37754
785	37719
786	37625
787	37403
788	37363
789	37513
790	37542
791	37851
792	37914
793	37899
794	38139
795	38155
796	38125
797	38118
798	38098
799	38089
800	37977
801	37828
802	37907
803	37824
804	37911
805	37955
806	37979
807	37984
808	37966
809	37732
810	37640
811	37673
812	37612
813	37745
814	37748
815	37690
816	37693
817	37618
818	37610
819	37641
820	37688
821	37629
822	37642
823	37649
824	37614
825	37485
826	37458
827	37229
828	37337
829	37421
830	37514
831	37650
832	37624
833	37358
834	37599
835	37672
836	37679
837	37684
838	37660
839	37637
840	37532
841	37537
842	37805
843	37916
844	37779
845	37741
846	37664
847	37493
848	37617
849	37598
850	37697
851	37456
852	37524
853	37556
854	37653
855	37554
856	37596
857	37461
858	37395
859	37515
860	37555
861	37657
862	37558
863	37560
864	37447
865	37398
866	37420
867	37572
868	37680
869	37721
870	37850
871	37771
872	37689
873	37668
874	37708
875	37514
876	37507
877	37586
878	37903
879	37479
880	37450
881	37583
882	37604
883	37602
884	37595
885	37752
886	37779
887	37775
888	37630
889	37769
890	37771
891	37955
892	37890
893	37805
894	37708
895	37542
896	37523
897	37612
898	37636
899	37578
900	37614
901	37720
902	37571
903	37763
904	37703
905	37988
906	37860
907	37695
908	37803
909	37442
910	37400
911	37493
912	37716
913	37736
914	37651
915	37711
916	37557
917	37412
918	37458
919	37641
920	37670
921	37599
922	37818
923	37841
924	37767
925	37794
926	37663
927	37672
928	37550
929	37673
930	37660
931	37485
932	37406
933	37350
934	37507
935	37568
936	37611
937	37785
938	37731
939	37734
940	37596
941	37592
942	37521
943	37304
944	37273
945	37547
946	37558
947	37770
948	37770
949	37761
950	37675
951	37709
952	37776
953	37676
954	37659
955	37786
956	37920
957	37876
958	37776
959	37778
960	37700
961	37677
962	37696
963	37782
964	37730
965	37634
966	37776
967	37691
968	37547
969	37560
970	37449
971	37625
972	37505
973	37507
974	37566
975	37794
976	37926
977	37927
978	37894
979	38039
980	38009
981	37914
982	37872
983	37800
984	37699
985	37673
986	37629
987	37561
988	37440
989	37426
990	37518
991	37592
992	37817
993	37903
994	37761
995	37653
996	37639
997	37606
998	37614
999	37656
1000	37734
1001	31352
1002	27120
1003	23767
1004	21518
1005	19576
1006	17988
1007	16708
1008	15648
1009	14835
1010	14108
1011	13509
1012	12833
1013	12134
1014	11648
1015	11263
1016	10917
1017	10590
1018	10266
1019	9967
1020	9739
1021	9368
1022	9092
1023	8859
1024	8667
1025	8528
1026	8324
1027	8142
1028	8015
1029	7899
1030	7777
1031	7583
1032	7464
1033	7354
1034	7147
1035	7122
1036	6998
1037	7019
1038	6982
1039	6853
1040	6857
1041	6746
1042	6569
1043	6416
1044	6299
1045	6232
1046	6092
1047	6027
1048	5992
1049	6018
1050	5982
1051	5904
1052	5851
1053	5793
1054	5804
1055	5705
1056	5663
1057	5617
1058	5523
1059	5530
1060	5506
1061	5487
1062	5499
1063	5468
1064	5341
1065	5285
1066	5174
1067	5081
1068	5136
1069	5170
1070	5191
1071	5150
1072	5106
1073	5056
1074	5079
1075	5071
1076	5028
1077	5033
1078	5011
1079	4994
1080	4959
1081	5005
1082	4933
1083	4833
1084	4872
1085	4931
1086	4917
1087	4916
1088	4867
1089	4825
1090	4740
1091	4694
1092	4743
1093	4710
1094	4726
1095	4774
1096	4747
1097	4609
1098	4635
1099	4623
1100	4610
1101	4614
1102	4607
1103	4664
1104	4704
1105	4633
1106	4651
1107	4637
1108	4647
1109	4635
1110	4619
1111	4608
1112	4555
1113	4557
1114	4479
1115	4535
1116	4565
1117	4525
1118	4529
1119	4534
1120	4565
1121	4559
1122	4532
1123	4481
1124	4481
1125	4468
1126	4395
1127	4432
1128	4421
1129	4376
1130	4345
1131	4370
1132	4377
1133	4361
1134	4394
1135	4395
1136	4425
1137	4520
1138	4487
1139	4480
1140	4483
1141	4514
1142	4527
1143	4539
1144	4587
1145	4545
1146	4579
1147	4580
1148	4527
1149	4483
1150	4470
1151	4521
1152	4526
1153	4513
1154	4497
1155	4467
1156	4392
1157	4349
1158	4350
1159	4302
1160	4234
1161	4282
1162	4316
1163	4319
1164	4290
1165	4263
1166	4283
1167	4246
1168	4246
1169	4271
1170	4327
1171	4292
1172	4264
1173	4280
1174	4191
1175	4213
1176	4201
1177	4197
1178	4209
1179	4242
1180	4204
1181	4193
1182	4175
1183	4249
1184	4275
1185	4302
1186	4353
1187	4363
1188	4350
1189	4328
1190	4355
1191	4387
1192	4382
1193	4340
1194	4325
1195	4358
1196	4313
1197	4283
1198	4295
1199	4299
1200	4273
1201	4011
1202	3800
1203	3574
1204	3323
1205	3202
1206	3048
1207	2879
1208	2777
1209	2681
1210	2513
1211	2360
1212	2220
1213	2157
1214	2039
1215	1919
1216	1813
1217	1710
1218	1672
1219	1576
1220	1521
1221	1434
1222	1346
1223	1330
1224	1284
1225	1227
1226	1148
1227	1108
1228	1065
1229	985
1230	922
1231	871
1232	868
1233	830
1234	783
1235	767
1236	721
1237	701
1238	658
1239	646
1240	612
1241	564
1242	523
1243	496
1244	495
1245	484
1246	470
1247	448
1248	423
1249	399
1250	384
1251	362
1252	343
1253	327
1254	294
1255	287
1256	287
1257	265
1258	225
1259	209
1260	205
1261	205
1262	217
1263	203
1264	186
1265	183
1266	173
1267	152
1268	143
1269	129
1270	125
1271	134
1272	130
1273	128
1274	119
1275	115
1276	120
1277	126
1278	123
1279	119
1280	99
1281	94
1282	88
1283	82
1284	90
1285	81
1286	75
1287	70
1288	73
1289	67
1290	67
1291	57
1292	62
1293	48
1294	42
1295	37
1296	35
1297	34
1298	33
1299	29
1300	29
1301	29
1302	24
1303	23
1304	21
1305	20
1306	20
1307	23
1308	26
1309	27
1310	27
1311	27
1312	27
1313	26
1314	20
1315	21
1316	25
1317	27
1318	27
1319	21
1320	21
1321	24
1322	24
1323	21
1324	16
1325	19
1326	15
1327	14
1328	9
1329	7
1330	7
1331	4
1332	4
1333	1
1334	0
1335	0
1336	0
1337	0
1338	0
1339	0
1340	0
1341	0
1342	0
1343	0
1344	0
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	0
1555	0
1556	0
1557	0
1558	0
1559	0
1560	0
1561	0
1562	0
1563	0
1564	0
1565	0
1566	0
1567	0
1568	0
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	0
1582	0
1583	0
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	0
1591	0
1592	0
1593	0
1594	0
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
